ilac,yorum,kaynak,yan_etki,kategori
paracetamol,gripli gecelerde günlük sayfalarına sayıklamalarla yansıyan ilaç: parasetamol parasetamol günde bin miligram parasetamol yalnızca uyku hali getiriyor... kafeinle birlikte hazırlanmasının nedeni çok uyku getiren bir madde olması herhalde.,google_form,1,norolojik
ibuprofen,ağrı kesici ve ateş düşürücu olarak satılan  asprin imsi ilaç. bağırsakta çözüldüğü için mide bölgemyi zorlamıyormuş. (bkz:  nurofen ),google_form,1,sindirim
naproxen,"mide bölgem icin cok faydali olmayan bir bilesik. illa bu etken maddeye sahip bir ilac alinacaksa cok ciddi durumlar haricinde, 220 mg iceren  aleve  ya da normal  apranax  tercih edilmelidir..",google_form,1,sindirim
prozac,Bu ilacı kullandıktan sonra midem ağrıdı yaşadım.,google_form,1,sindirim
majezik,Bu ilacı kullandıktan sonra uyku yaptı yaşadım.,google_form,1,norolojik
parol,Bu ilacı kullandıktan sonra baş dönmesi yaşadım.,google_form,1,norolojik
nexium,Bu ilacı kullandıktan sonra şişkinlik hissettim yaşadım.,google_form,1,sindirim
apranax,Bu ilacı kullandıktan sonra mide bulantısı yaptı yaşadım.,google_form,1,sindirim
majezik,Bu ilacı kullandıktan sonra mide bulantısı yaşadım.,google_form,1,sindirim
nurofen,Bu ilacı kullandıktan sonra midem bulandı yaşadım.,google_form,1,sindirim
paxil,Bu ilacı kullandıktan sonra kilo aldırttı yaşadım.,google_form,1,diger
nexium,Bu ilacı kullandıktan sonra kabızlık yaşadım.,google_form,1,sindirim
aspirin,Bu ilacı kullandıktan sonra çarpıntı nabızda düzensizlik yaşadım.,google_form,1,kardiyovaskuler
prozac,Bu ilacı kullandıktan sonra deri döküntüsü yaptı yaşadım.,google_form,1,dermatolojik
prozac,Bu ilacı kullandıktan sonra çarpıntı yaptı yaşadım.,google_form,1,kardiyovaskuler
prozac,Bu ilacı kullandıktan sonra kaşıntı oldu yaşadım.,google_form,1,dermatolojik
prozac,Bu ilacı kullandıktan sonra baş ağrısı ve uykusuzluk yaşadım.,google_form,1,norolojik
augmentin,Bu ilacı kullandıktan sonra midem bulandı kalp çarpıntısı oldu yaşadım.,google_form,1,sindirim
cipram,Bu ilacı kullandıktan sonra bulantı yaptı yaşadım.,google_form,1,sindirim
cipram,Bu ilacı kullandıktan sonra uyku bozukluğu yaptı yaşadım.,google_form,1,norolojik
parol,Bu ilacı kullandıktan sonra uyku bozukluğu yaşadım.,google_form,1,norolojik
augmentin,Bu ilacı kullandıktan sonra kaşıntı yaptı yaşadım.,google_form,1,dermatolojik
augmentin,Bu ilacı kullandıktan sonra midede yanma yaptı yaşadım.,google_form,1,sindirim
augmentin,Bu ilacı kullandıktan sonra i̇shal yaşadım.,google_form,1,sindirim
augmentin,Bu ilacı kullandıktan sonra deri döküntüsü yaşadım.,google_form,1,dermatolojik
augmentin,Bu ilacı kullandıktan sonra mide bulantısı kusma yaptı yaşadım.,google_form,1,sindirim
augmentin,Bu ilacı kullandıktan sonra cildimde kızarıklık oldu yaşadım.,google_form,1,dermatolojik
prozac,"Bu ilacı kullandım, bu ilacı kullandım, bişey olmadı..",google_form,0,yok
nurofen,Bu ilacı kullandıktan sonra hazımsızlık yaşadım.,google_form,1,sindirim
nurofen,Bu ilacı kullandıktan sonra baş ağrısı yaşadım.,google_form,1,norolojik
aspirin,Bu ilacı kullandıktan sonra midede yanma ve ağrı yaptı yaşadım.,google_form,1,sindirim
parol,Bu ilacı kullandıktan sonra tansiyonum düştü yaşadım.,google_form,1,kardiyovaskuler
majezik,Bu ilacı kullandıktan sonra baş dönmesi yaptı yaşadım.,google_form,1,norolojik
aspirin,Bu ilacı kullandıktan sonra diş eti kanaması yaptı yaşadım.,google_form,1,dermatolojik
aspirin,Bu ilacı kullandıktan sonra ciltte döküntü yaşadım.,google_form,1,dermatolojik
aspirin,Bu ilacı kullandıktan sonra ciltte ödem yaşadım.,google_form,1,dermatolojik
majezik,Bu ilacı kullandıktan sonra mide bulantısı ağrısı yaşadım.,google_form,1,sindirim
nurofen,Bu ilacı kullandıktan sonra çarpıntı yaşadım.,google_form,1,kardiyovaskuler
augmentin,Bu ilacı kullandıktan sonra başım döndü yaşadım.,google_form,1,norolojik
apranax,Bu ilacı kullandıktan sonra mide ağrısı yaptı yaşadım.,google_form,1,sindirim
aspirin,Derimde soyulma ve kızarıklıklar meydana geldi,google_form,1,dermatolojik
nurofen,Bu ilacı kullandıktan sonra kalp çarpıntısı yaşadım.,google_form,1,kardiyovaskuler
paxil,Bu ilacı kullandıktan sonra mide bulantısı ve baş dönmesi yaşadım yaşadım.,google_form,1,sindirim
majezik,"Bu ilacı kullandım, bu ilacı kullandım, hafif bulantı..",google_form,0,yok
parol,Bu ilacı kullandıktan sonra ishal oldum yaşadım.,google_form,1,sindirim
nurofen,Bu ilacı kullandıktan sonra carpıntı yaşadım.,google_form,1,kardiyovaskuler
majezik,Bu ilacı kullandıktan sonra kabız oldum yaşadım.,google_form,1,sindirim
cipram,Bu ilacı kullandıktan sonra mide bulantısı kalp çarpıntısı yaşadım.,google_form,1,sindirim
parol,Başım ağrıyordu kullandıktan 25 dakika sonra bir ağrım kalmadı,google_form,0,yok
arveles,Bu ilacı kullandıktan sonra nabız artışı yaşadım yaşadım.,google_form,1,kardiyovaskuler
parol,"Bu ilacı kullandım, hiçbir etkisi olmadı.",google_form,0,yok
augmentin,"kullandıktan sonra midem çok bulantı yaptı, yemek yiyemez hale geldim ve sürekli karın ağrısı çektim",google_form,1,sindirim
nexium,"içmeye başladıktan birkaç gün sonra şiddetli ishal oldum, mide krampları had safhaya ulaştı",google_form,1,sindirim
prozac,"kullanırken ağzımda metalik bir tat oluştu, iştahım tamamen kesildi ve kusma isteği geçmedi",google_form,1,sindirim
paxil,"kullanmaya başladıktan sonra sürekli baş dönmesi yaşadım, gece uyuyamıyordum ve sabah kalkmak çok zorlaştı",google_form,1,norolojik
cipram,"içerken konsantre olmakta büyük güçlük çektim, hafızam zayıfladı ve sürekli sersemlik hissettim",google_form,1,norolojik
sertralin,İlacı içtikten sonra aşırı şekilde hareket etme isteği ve uykusuzluk geldi,google_form,1,norolojik
nurofen,"kullandığım dönemde aşırı halsizlik yaşadım, günde 12 saat uyumama rağmen dinçlik hissedemedim",google_form,1,norolojik
apranax,"kullandıktan sonra kollarımda kızarıklık ve kaşıntı başladı, zamanla döküntüye dönüştü",google_form,1,dermatolojik
aspirin,"kullanırken tüm vücudumda ürtiker çıktı, cildin bazı bölgeleri şişti ve yanma hissi oluştu",google_form,1,dermatolojik
majezik,"aldıktan sonra kalbim çarpıntı yapmaya başladı, tansiyonum yükseldi ve nefes almak güçleşti",google_form,1,kardiyovaskuler
apranax,"ağrımı çok hızlı geçirdi, hiçbir yan etki yaşamadım gayet memnun kaldım",google_form,0,yok
nexium,"mide yanmamı tamamen geçirdi, kullandığım süre boyunca herhangi bir şikayet olmadı",google_form,0,yok
nurofen,Bu ilacı kullandıktan sonra karnım guruldadı yaşadım.,google_form,1,sindirim
nurofen,"Bu ilacı kullandım, bu ilacı kullandım, bir şey olmadı..",google_form,0,yok
prozac,Bu ilacı kullandıktan sonra mide bulantısı uykusuzluk yaşadım.,google_form,1,norolojik
paxil,Bu ilacı kullandıktan sonra diş ağrısı ve döküntü yaptı yaşadım.,google_form,1,dermatolojik
parol,"Bu ilacı kullandım, bu ilacı kullandım, yan etki olmadı..",google_form,0,yok
sertralin,Bu ilacı kullandıktan sonra migrenimi tetikledi yaşadım.,google_form,1,norolojik
parol,"Bu ilacı kullandım, hiçbir yan etkisi olmadı gayet memnunum.",google_form,0,yok
parol,"Bu ilacı kullandım, ağrım geçti başka bir şey hissetmedim.",google_form,0,yok
parol,Migren için kullandım işe yaradı sorun yok,google_form,0,yok
parol,"Bu ilacı kullandım, düşük dozda kullandım sorunsuz geçti.",google_form,0,yok
parol,Baş ağrısına çok iyi geldi yan etki falan yok gayet memnunum tavsiye ederim,google_form,0,yok
nexium,"Bu ilacı kullandım, bu ilacı kullandım, sorun yaşamadım..",google_form,0,yok
nexium,Sabahları aç karnına içiyorum hiç sıkıntı çıkarmadı,google_form,0,yok
nexium,Gastrit için kullandım tamamen geçti yan etki duymadım,google_form,0,yok
nexium,Bir aylık kür yaptım mide yanmam geçti herhangi bir şikayet olmadı,google_form,0,yok
nexium,Doktor yazdı düzenli kullandım hiçbir yan etki olmadı çok memnunum,google_form,0,yok
majezik,"Bu ilacı kullandım, bu ilacı kullandım, yan etki görmedim..",google_form,0,yok
majezik,Regl ağrısı için kullandım çok etkili oldu başka bir şey hissetmedim,google_form,0,yok
majezik,Diş ağrısına bire bir geldi hiçbir sorun yaşamadım,google_form,0,yok
majezik,Kas ağrısı için aldım fayda gördüm yan etki görmedim,google_form,0,yok
majezik,Ağrı kesici etkisi çok iyi herhangi bir rahatsızlık duymadım tavsiye ederim,google_form,0,yok
augmentin,"Bu ilacı kullandım, herhangi bir şikayet olmadı.",google_form,0,yok
augmentin,Kür bitti enfeksiyon geçti çok da bir şey olmadı,google_form,0,yok
augmentin,Boğaz enfeksiyonu için kullandım kısa sürede geçti sıkıntı olmadı,google_form,0,yok
augmentin,Doktor yazdı tüm kürü içtim hiçbir yan etki yaşamadım,google_form,0,yok
augmentin,Sinüzit için kullandım tamamen iyileştim herhangi bir sorun hissetmedim,google_form,0,yok
apranax,"Bu ilacı kullandım, hiçbir yan etki hissetmedim.",google_form,0,yok
apranax,Diş çekimi sonrası kullandım ağrı geçti başka sorun olmadı,google_form,0,yok
apranax,Romatizma için kullanıyorum faydalı oluyor şikayet yok,google_form,0,yok
apranax,Spor sonrası kas ağrısı için aldım hızlıca geçti herhangi bir yan etki yok,google_form,0,yok
apranax,Ağrı kesici olarak kullandım çok etkili sorun yaşamadım,google_form,0,yok
prozac,"Bu ilacı kullandım, bu ilacı kullandım, yan etki yaşamadım..",google_form,0,yok
prozac,Altı aydır kullanıyorum hayatım normale döndü herhangi bir yan etki yok,google_form,0,yok
prozac,Psikiyatrist kontrolünde kullanıyorum kendimi daha iyi hissediyorum sorun yok,google_form,0,yok
prozac,Depresyon için başladım olumlu etkisi var şikayet duymuyorum,google_form,0,yok
prozac,Düzenli kullanıyorum faydasını görüyorum yan etki hissetmiyorum,google_form,0,yok
klaritromisin,"Bu ilacı kullandım, bu ilacı kullandım, sorun çıkmadı..",google_form,0,yok
klaritromisin,Zatürre tedavisinde kullandım tamamen iyileştim yan etki yaşamadım,google_form,0,yok
klaritromisin,Solunum yolu enfeksiyonu için kullandım geçti yan etki görmedim,google_form,0,yok
klaritromisin,Sinüzit için doktor yazdı kürü tamamladım hiçbir şikayet olmadı,google_form,0,yok
cipram,"Bu ilacı kullandım, herhangi bir yan etki olmadı.",google_form,0,yok
cipram,Depresyon için kullandım işe yaradı hiçbir yan etki olmadı,google_form,0,yok
cipram,Doktor önerisiyle başladım kendimi iyi hissediyorum sorunsuz gidiyor,google_form,0,yok
cipram,İki aydır kullanıyorum sosyal kaygım azaldı yan etki hissetmiyorum,google_form,0,yok
cipram,Psikiyatristim yazdı olumlu etkisi oldu herhangi bir şikayet duymuyorum,google_form,0,yok
ibuprofen,Ateşim vardı bir tane aldım hızlıca düştü başka bir şey olmadı,google_form,0,yok
ibuprofen,Eklem ağrısı için aldım işe yaradı herhangi bir sorun hissetmedim,google_form,0,yok
ibuprofen,Regl ağrısı için çok iyi geldi yan etki yok,google_form,0,yok
ibuprofen,Çocuğumun ateşi için verdim çabuk düzeldi hiçbir şikayet olmadı,google_form,0,yok
paxil,"Bu ilacı kullandım, bu ilacı kullandım, şikayet yok..",google_form,0,yok
paxil,Panik atak için başladım kontrollü kullanıyorum herhangi bir şikayet yok şu an,google_form,0,yok
paxil,Üç aydır kullanıyorum olumlu etkisi var yan etki hissetmiyorum,google_form,0,yok
paxil,Anksiyete için doktor yazdı düzenli kullanıyorum sorun yaşamıyorum,google_form,0,yok
sertralin,Doktor kontrolünde kullanıyorum sosyal kaygım azaldı yan etki hissetmiyorum,google_form,0,yok
sertralin,OKB için kullanıyorum fayda görüyorum herhangi bir şikayet yok,google_form,0,yok
sertralin,Bir yıldır kullanıyorum hayatıma olumlu etkisi oldu sorun yaşamıyorum,google_form,0,yok
naproxen,"Bu ilacı kullandım, herhangi bir sorun hissetmedim.",google_form,0,yok
naproxen,Bel ağrısına çok iyi geldi iki tablet aldım geçti yan etki duymadım,google_form,0,yok
naproxen,Eklem ağrısı için kullandım iyileşti herhangi bir sorun hissetmedim,google_form,0,yok
voltaren,Boynum tutulmuştu sürdüm bir günde düzeldi herhangi bir yan etki olmadı,google_form,0,yok
voltaren,Bel ağrısı için kullandım çok faydalı oldu şikayet yok,google_form,0,yok
voltaren,Spor yaralanması için sürdüm hızlıca geçti yan etki görmedim,google_form,0,yok
omeprazol,"Bu ilacı kullandım, herhangi bir şikayet yok.",google_form,0,yok
omeprazol,Reflü için kullanıyorum mide yanması tamamen geçti yan etki duymadım,google_form,0,yok
omeprazol,Ülser tedavisinde kullandım iyileştim sorun yaşamadım,google_form,0,yok
cipralex,"Bu ilacı kullandım, yan etki hissetmedim.",google_form,0,yok
cipralex,Bir yıldır kullanıyorum hayatıma olumlu etkisi oldu herhangi bir şikayet yok,google_form,0,yok
cipralex,Psikiyatrist kontrolünde kullanıyorum iyi hissediyorum sorun yok,google_form,0,yok
lustral,Düzenli kullanıyorum olumlu etkisi var yan etki yaşamıyorum,google_form,0,yok
lustral,Depresyon için başladım kendimi daha iyi hissediyorum herhangi bir şikayet yok,google_form,0,yok
lansoprazol,Mide için kullandım düzeldi herhangi bir yan etki olmadı,google_form,0,yok
amoksisilin,Boğaz enfeksiyonu için kullandım geçti sorun yaşamadım,google_form,0,yok
amoksisilin,Kürü tamamladım enfeksiyon geçti yan etki görmedim,google_form,0,yok
xanax,Sakinleştirici olarak kullandım işe yaradı yan etki görmedim,google_form,0,yok
xanax,Kaygı için doktor yazdı düşük dozda kullandım sorun çıkmadı,google_form,0,yok
diazepam,Kas gevşetici olarak kullandım faydalı oldu şikayet yok,google_form,0,yok
ritalin,Konsantrasyon için kullanıyorum işe yarıyor yan etki görmedim,google_form,0,yok
paracetamol,"Bu ilacı kullandım, hiçbir şey hissetmedim.",google_form,0,yok
paracetamol,Ateş için verdim hızlıca düzeldi yan etki hissetmedim,google_form,0,yok
paracetamol,Çocuğumun ateşi için kullandım hızlıca etki etti sorun olmadı,google_form,0,yok
arveles,Baş ağrısı için aldım çabuk geçti herhangi bir şikayet olmadı,google_form,0,yok
arveles,Ağrı kesici olarak kullandım etkili oldu yan etki görmedim,google_form,0,yok
parol,Ateş için kullandım geçti başka bir şey hissetmedim zaten basit bir ilaç,google_form,0,yok
nexium,Uzun süredir kullanıyorum mide problemim düzeldi sorunsuz gidiyor,google_form,0,yok
augmentin,Çocuğuma doktor yazdı enfeksiyonu geçti herhangi bir şikayet olmadı,google_form,0,yok
majezik,Sırt ağrısı için aldım işe yaradı herhangi bir yan etki duymadım,google_form,0,yok
apranax,Ameliyat sonrası kullandım ağrı kontrol altına alındı sorun yaşamadım,google_form,0,yok
klaritromisin,Pnömoni tedavisinde kullandım tamamen iyileştim şikayet olmadı,google_form,0,yok
prozac,Anksiyete bozukluğu için kullanıyorum iyi hissediyorum yan etki yok,google_form,0,yok
cipram,Panik bozukluğu için başladım olumlu etki görüyorum sorun çıkmadı,google_form,0,yok
ibuprofen,Diş ağrısı için aldım hızlı etki etti başka bir şey yaşamadım,google_form,0,yok
sertralin,Sosyal fobi için kullanıyorum fayda görüyorum yan etki hissetmiyorum,google_form,0,yok
paxil,OKB için kullanıyorum doktor kontrolünde gidiyor şikayet yok,google_form,0,yok
voltaren,Eklem ağrısı için kullandım harika etki etti herhangi bir yan etki görmedim,google_form,0,yok
naproxen,Boyun ağrısı için kullandım geçti yan etki duymadım,google_form,0,yok
omeprazol,Gastrit için kullandım iyileştim sorun yaşamadım,google_form,0,yok
cipralex,Depresyon tedavisinde faydalı oluyor yan etki hissetmiyorum,google_form,0,yok
lustral,Panik atak için kullanıyorum kontrol altında gidiyor şikayet yok,google_form,0,yok
parol,"Bu ilacı kullandım, bu ilacı kullandım, aldım geçti..",google_form,0,yok
parol,Bu ilacı kullandıktan sonra midem biraz bulandı ama geçti yaşadım.,google_form,1,sindirim
nexium,"Bu ilacı kullandım, sabah içiyorum hiç sorun yok.",google_form,0,yok
nexium,Bu ilacı kullandıktan sonra başım döndü ilk günlerde ama alıştım yaşadım.,google_form,1,norolojik
majezik,"Bu ilacı kullandım, fena değil ağrıyı kesti.",google_form,0,yok
majezik,Bu ilacı kullandıktan sonra mide bulantısı yaptı biraz yaşadım.,google_form,1,sindirim
augmentin,"Bu ilacı kullandım, kürü bitirdim geçti.",google_form,0,yok
augmentin,İshal oldum antibiyotik yüzünden herhalde,google_form,1,sindirim
apranax,"Bu ilacı kullandım, bu ilacı kullandım, gayet iyi çalıştı..",google_form,0,yok
apranax,Bu ilacı kullandıktan sonra midemi yaktı berbat ilaç yaşadım.,google_form,1,sindirim
prozac,"Bu ilacı kullandım, bir şey hissetmedim yan etki yok.",google_form,0,yok
prozac,Bu ilacı kullandıktan sonra i̇ştahım tamamen kesildi kilo verdim yaşadım.,google_form,1,sindirim
paxil,"Bu ilacı kullandım, panik atakları azaldı sorun yok.",google_form,0,yok
paxil,Başladıktan sonra baş dönmesi ve mide bulantısı yaşadım,google_form,1,sindirim
klaritromisin,"Bu ilacı kullandım, enfeksiyon geçti yan etki görmedim.",google_form,0,yok
klaritromisin,Ağzım zehir gibi tattı kullandığım süre boyunca iştahım da kesildi,google_form,1,sindirim
cipram,"Bu ilacı kullandım, i̇yi hissediyorum şikayet yok.",google_form,0,yok
cipram,Kullanmaya başlayınca uyku düzenim mahvoldu,google_form,1,norolojik
ibuprofen,"Bu ilacı kullandım, ateşi düşürdü tamam.",google_form,0,yok
ibuprofen,Mide ağrısı yaptı aç karnına almıştım hata oldu,google_form,1,sindirim
sertralin,"Bu ilacı kullandım, yan etki duymuyorum.",google_form,0,yok
sertralin,Bu ilacı kullandıktan sonra terleme arttı özellikle geceleri yaşadım.,google_form,1,diger
nexium,"Bu ilacı kullandım, uzun süreli kullandım sorun çıkmadı.",google_form,0,yok
nexium,Bu ilacı kullandıktan sonra baş ağrısı yaptı sürekli yaşadım.,google_form,1,norolojik
augmentin,"Bu ilacı kullandım, çabuk iyileştim teşekkürler.",google_form,0,yok
augmentin,Ciltte döküntü çıktı alerjik reaksiyon gibi bir şey oldu,google_form,1,dermatolojik
majezik,"Bu ilacı kullandım, ağrıya çok iyi geldi.",google_form,0,yok
majezik,Bu ilacı kullandıktan sonra karın ağrısı yaptı bir ara yaşadım.,google_form,1,sindirim
parol,"Bu ilacı kullandım, bu ilacı kullandım, sorunsuz kullandım..",google_form,0,yok
parol,Bu ilacı kullandıktan sonra hafif bulantı yaptı geçti sonra yaşadım.,google_form,1,sindirim
apranax,"Bu ilacı kullandım, diş ağrısı geçti tamam.",google_form,0,yok
apranax,Bu ilacı kullandıktan sonra tansiyon yükselmesi yaşadım kullanırken yaşadım.,google_form,1,kardiyovaskuler
prozac,"Bu ilacı kullandım, fayda gördüm yan etki yok.",google_form,0,yok
prozac,Cinsel isteksizlik oldu bırakmak istedim ama doktor devam dedi,google_form,1,diger
paxil,"Bu ilacı kullandım, bu ilacı kullandım, i̇yi gidiyor şu an..",google_form,0,yok
paxil,Bu ilacı kullandıktan sonra kilo aldım bu ilaçtan baya yaşadım.,google_form,1,diger
cipralex,"Bu ilacı kullandım, herhangi bir sorun yaşamadım.",google_form,0,yok
cipralex,Anksiyete azaldı ama cinsel isteksizlik çok belirgin oldu,google_form,1,diger
lustral,"Bu ilacı kullandım, kendimi daha iyi hissediyorum.",google_form,0,yok
lustral,Ejekülasyon gecikmesi yaşıyorum doktor bilgilendirdi ama rahatsız ediyor,google_form,1,diger
voltaren,"Bu ilacı kullandım, bu ilacı kullandım, bel ağrısı geçti..",google_form,0,yok
voltaren,Sürdüğüm yerde kızarıklık ve kaşıntı oldu,google_form,1,dermatolojik
naproxen,"Bu ilacı kullandım, eklem ağrısı iyileşti.",google_form,0,yok
naproxen,Bu ilacı kullandıktan sonra mide için iyi değil midemi yaktı yaşadım.,google_form,1,sindirim
omeprazol,"Bu ilacı kullandım, reflü geçti iyi ilaç.",google_form,0,yok
omeprazol,Bu ilacı kullandıktan sonra baş ağrısı yaptı sürekli kullanınca yaşadım.,google_form,1,norolojik
xanax,"Bu ilacı kullandım, sakinleştirdi sorun yok.",google_form,0,yok
xanax,Gündüzleri çok uyku bastırdı işimde sorun oldu,google_form,1,norolojik
ritalin,"Bu ilacı kullandım, konsantrasyon arttı fena değil.",google_form,0,yok
ritalin,Bu ilacı kullandıktan sonra kalp çarpıntısı yaptı dozunu düşürdük yaşadım.,google_form,1,kardiyovaskuler
paracetamol,"Bu ilacı kullandım, bu ilacı kullandım, ateş düştü tamam..",google_form,0,yok
paracetamol,Bu ilacı kullandıktan sonra fazla kullanınca midem rahatsız oldu yaşadım.,google_form,1,sindirim
amoksisilin,"Bu ilacı kullandım, enfeksiyon geçti sorun yok.",google_form,0,yok
amoksisilin,İshal ve mide bulantısı yaptı kür boyunca çektim,google_form,1,sindirim
cipram,"Bu ilacı kullandım, şikayet yok gayet iyi.",google_form,0,yok
cipram,Ağız kuruluğu çok belirgin sürekli su içiyorum,google_form,1,diger
klaritromisin,Uykusuzluk yaptı kür boyunca hiç düzgün uyuyamadım,google_form,1,norolojik
ibuprofen,Kalp çarpıntısı hissettim kullandıktan sonra,google_form,1,kardiyovaskuler
sertralin,"Bu ilacı kullandım, sorun yok devam ediyorum.",google_form,0,yok
sertralin,Başlangıçta çok baş dönmesi yaşadım alışınca geçti,google_form,1,norolojik
nexium,"Bu ilacı kullandım, bu ilacı kullandım, tamam sorunsuz..",google_form,0,yok
nexium,Magnezyum eksikliği oldu uzun süre kullanınca,google_form,1,diger
augmentin,"Bu ilacı kullandım, antibiyotiği atlattım.",google_form,0,yok
augmentin,Mantar enfeksiyonu oldu antibiyotik yüzünden,google_form,1,dermatolojik
majezik,"Bu ilacı kullandım, bu ilacı kullandım, ağrıyı kesti..",google_form,0,yok
majezik,Baş dönmesi yaptı ayağa kalkarken döndü dünya,google_form,1,norolojik
apranax,"Bu ilacı kullandım, bu ilacı kullandım, etkili ilaç..",google_form,0,yok
apranax,Böbrek bölgesinde ağrı hissettim uzun kullanım sonrası,google_form,1,diger
prozac,"Bu ilacı kullandım, devam ediyorum yan etki yok.",google_form,0,yok
prozac,Tremor yani el titremesi başladı doktora söyledim,google_form,1,norolojik
paxil,"Bu ilacı kullandım, bu ilacı kullandım, sorunsuz gidiyor..",google_form,0,yok
paxil,Terleme çok arttı geceleri çarşaflar ıslanıyor,google_form,1,diger
cipralex,"Bu ilacı kullandım, herhangi bir sorun yok.",google_form,0,yok
cipralex,Baş ağrısı ve sersemlik ilk haftalarda çok belirgindi,google_form,1,norolojik
lustral,"Bu ilacı kullandım, bu ilacı kullandım, olumlu etki var..",google_form,0,yok
lustral,Baş dönmesi ve bulantı başlangıçta çok kötüydü,google_form,1,sindirim
voltaren,"Bu ilacı kullandım, bu ilacı kullandım, faydalı oldu..",google_form,0,yok
voltaren,Bu ilacı kullandıktan sonra sürdükten sonra o bölge şişti biraz yaşadım.,google_form,1,dermatolojik
naproxen,"Bu ilacı kullandım, bu ilacı kullandım, i̇şe yaradı..",google_form,0,yok
naproxen,Tansiyon yükseldi kullandıktan sonra kontrol ettirdim,google_form,1,kardiyovaskuler
xanax,"Bu ilacı kullandım, bu ilacı kullandım, yardımcı oldu..",google_form,0,yok
xanax,Hafıza sorunları başladı bırakmak istiyorum,google_form,1,norolojik
paracetamol,"Bu ilacı kullandım, bu ilacı kullandım, basit sorunsuz..",google_form,0,yok
paracetamol,Bu ilacı kullandıktan sonra döküntü çıktı alerjim var galiba yaşadım.,google_form,1,dermatolojik
amoksisilin,"Bu ilacı kullandım, bu ilacı kullandım, geçti sorun yok..",google_form,0,yok
amoksisilin,Tüm vücutta kızarıklık oldu penisilin alerjisi varmış,google_form,1,dermatolojik
omeprazol,"Bu ilacı kullandım, bu ilacı kullandım, fayda gördüm..",google_form,0,yok
omeprazol,Uzun kullanımda kemik ağrısı başladı doktor bağlantılı olabilir dedi,google_form,1,diger
ritalin,"Bu ilacı kullandım, bu ilacı kullandım, i̇yi gidiyor..",google_form,0,yok
ritalin,Bu ilacı kullandıktan sonra i̇ştah tamamen kesildi kilo verdim çok yaşadım.,google_form,1,sindirim
augmentin,Bu ilacı kullandıktan sonra baş ağrısı mide bulantısı yaşadım.,google_form,1,sindirim
majezik,Bu ilacı kullandıktan sonra hafif midem bulandı yaşadım.,google_form,1,sindirim
nexium,Bu ilacı kullandıktan sonra titreme meydana geldi ellerimde yaşadım.,google_form,1,norolojik
cipram,Uykusuzluk ve halüsinasyon meydana geldi,google_form,1,norolojik
paxil,Bu ilacı kullandıktan sonra midem bulandı yaşadım.,google_form,1,sindirim
majezik,Bu ilacı kullandıktan sonra fazla içince baş ağrısı yapabiliyor yaşadım.,google_form,1,sindirim
augmentin,Bu ilacı kullandıktan sonra mide bulantısı yaptı yaşadım.,google_form,1,sindirim
prozac,Bu ilacı kullandıktan sonra çarpıntı yaptı yaşadım.,google_form,1,kardiyovaskuler
aspirin,Bu ilacı kullandıktan sonra mide ağrısı yaptı yaşadım.,google_form,1,sindirim
majezik,Bu ilacı kullandıktan sonra baş dönmesi yaptı yaşadım.,google_form,1,norolojik
parol,Bu ilacı kullandıktan sonra başım döndü yaşadım.,google_form,1,norolojik
majezik,Bu ilacı kullandıktan sonra bulantı yaptı başım döndü yaşadım.,google_form,1,sindirim
nurofen,"Bu ilacı kullandım, boğaz ağrımı geçirdi iyi geldi.",google_form,0,yok
nurofen,"Bu ilacı kullandım, hiçbir yan etki yaşamadım.",google_form,0,yok
majezik,"Bu ilacı kullandım, bir sorun yaşamadım.",google_form,0,yok
augmentin,"Bu ilacı kullandım, herhangi bir yan etki yaşamadım.",google_form,0,yok
parol,"Bu ilacı kullandım, başımın ağrısı azaldı.",google_form,0,yok
parol,"Bu ilacı kullandım, herhangi bir şey yaşamadım.",google_form,0,yok
parol,"Bu ilacı kullandım, olmadı.",google_form,0,yok
parol,"Bu ilacı kullandım, her hangi bir etki yapmadı.",google_form,0,yok
nexium,"Bu ilacı kullandım, hiçbir şey olmadı.",google_form,0,yok
